af,ip_src,ip_dest,asn_src,asn_dest,timestamp,rtt_min
4,138.88.178.100,78.47.56.73,701,24940,1602023572,92.469522
4,138.88.178.100,78.47.56.73,701,24940,1602023816,92.855059
4,138.88.178.100,78.47.56.73,701,24940,1602024055,92.752147
4,138.88.178.100,78.47.56.73,701,24940,1602024295,92.845842
4,138.88.178.100,78.47.56.73,701,24940,1602024536,94.556179
4,138.88.178.100,78.47.56.73,701,24940,1602024784,93.325075
4,138.88.178.100,78.47.56.73,701,24940,1602025022,92.545555
4,192.0.46.157,45.83.105.192,16876,197540,1602021799,89.920173
4,192.136.136.221,45.83.105.192,10745,197540,1602021797,93.853899
4,206.196.178.150,45.83.105.192,10886,197540,1602021809,93.65115
4,63.218.125.154,45.83.105.192,3491,197540,1602021799,88.430417
4,204.9.93.238,45.83.105.192,16409,197540,1602021808,87.397239
4,192.0.46.157,45.83.105.192,16876,197540,1602022039,89.713442
4,192.136.136.221,45.83.105.192,10745,197540,1602022041,93.869372
4,206.196.178.150,45.83.105.192,10886,197540,1602022047,93.537191
4,63.218.125.154,45.83.105.192,3491,197540,1602022041,88.463222
4,204.9.93.238,45.83.105.192,16409,197540,1602022037,87.560652
4,192.0.46.157,45.83.105.192,16876,197540,1602022279,89.630831
4,192.136.136.221,45.83.105.192,10745,197540,1602022289,94.00847
4,206.196.178.150,45.83.105.192,10886,197540,1602022287,93.785813
4,63.218.125.154,45.83.105.192,3491,197540,1602022290,88.397461
4,204.9.93.238,45.83.105.192,16409,197540,1602022277,87.520651
4,192.0.46.157,45.83.105.192,16876,197540,1602022518,91.716166
4,192.136.136.221,45.83.105.192,10745,197540,1602022523,93.62442
4,206.196.178.150,45.83.105.192,10886,197540,1602022531,93.374771
4,63.218.125.154,45.83.105.192,3491,197540,1602022522,88.853491
4,204.9.93.238,45.83.105.192,16409,197540,1602022523,86.814082
4,192.0.46.157,45.83.105.192,16876,197540,1602022757,91.720631
4,192.136.136.221,45.83.105.192,10745,197540,1602022763,93.951612
4,206.196.178.150,45.83.105.192,10886,197540,1602022767,93.798137
4,63.218.125.154,45.83.105.192,3491,197540,1602022760,88.799992
4,204.9.93.238,45.83.105.192,16409,197540,1602022769,87.555648
4,192.0.46.157,45.83.105.192,16876,197540,1602023010,91.620873
4,192.136.136.221,45.83.105.192,10745,197540,1602023007,93.81541
4,206.196.178.150,45.83.105.192,10886,197540,1602022997,93.757567
4,63.218.125.154,45.83.105.192,3491,197540,1602023006,88.81138
4,204.9.93.238,45.83.105.192,16409,197540,1602023003,87.715917
4,192.0.46.157,45.83.105.192,16876,197540,1602023248,91.711883
4,192.136.136.221,45.83.105.192,10745,197540,1602023237,93.98282
4,206.196.178.150,45.83.105.192,10886,197540,1602023240,93.720257
4,63.218.125.154,45.83.105.192,3491,197540,1602023238,88.85014
4,204.9.93.238,45.83.105.192,16409,197540,1602023250,87.680615
4,192.0.46.157,45.83.105.192,16876,197540,1602023484,91.682232
4,192.136.136.221,45.83.105.192,10745,197540,1602023485,93.991725
4,206.196.178.150,45.83.105.192,10886,197540,1602023477,93.784279
4,63.218.125.154,45.83.105.192,3491,197540,1602023489,88.752844
4,204.9.93.238,45.83.105.192,16409,197540,1602023487,87.69454
4,192.0.46.157,45.83.105.192,16876,197540,1602023718,91.953949
4,192.136.136.221,45.83.105.192,10745,197540,1602023723,94.188044
4,206.196.178.150,45.83.105.192,10886,197540,1602023717,93.567048
4,63.218.125.154,45.83.105.192,3491,197540,1602023720,88.839003
